报告ID,死亡人数,受伤人数,经济损失_万元,原因分析文本,Severity_Level
紫金县瓦溪镇下濑村“12·26”森林火灾调查报告,0,0,4.3256,直接原因：经公安机关依法查明，2023年12月26日15时55分，瓦溪镇下濑村村民张*强和其妻子邹*如在瓦溪镇下濑村新民村小组李子梅排山岭山脚的荒地上，为了清理房前屋后的杂草，用火时不慎引起森林火灾。间接原因：一是受天气因素影响，久旱无雨、霜冻后杂草干枯，我县森林火险橙色预警生效中，容易引发森林火灾；二是起火点距离山脚较近，导致山火蔓延；三是该肇事者森林防火意识不强，防火措施落实不到位，造成森林火灾。,0
紫金县蓝塘镇布心村“1?13”森林火灾调查报告,0,0,10.8511,经调查，本次森林火灾的直接原因为人为纵火。间接原因包括：1. 天气因素：火灾发生前降水偏少，全县气象干旱达到中旱等级。2. 护林员履职不到位：包干片区护林员邓学流因身体不适未按时上岗巡山护林，且未履行请假手续，导致林区无人管控。3. 相关单位存在的问题：紫金县应急管理局存在超时报送应急卫星监测系统热点情况；紫金县林业局防火视频监控系统建设不完善，存在监控死角，未能及时通过视频监控发现火情；蓝塘镇人民政府火情信息报送不及时不准确，未严格落实“有火必报、扑报同步”，应急处置不得力，对护林员管理不到位；蓝塘镇布心村村民委员会对起火点地理位置不熟悉，初期上报信息不准确导致指挥调度偏差，未及时做好向导工作，对护林员管理不到位。,0
紫金县龙窝镇彭坊村“1?30”森林火灾调查报告,0,0,3.0666,直接原因：经公安机关依法查明，系黄汝浪于2025年1月30日当天上午到龙窝镇彭坊村洛阳片区（关帝爷神坛）祭祀时燃放鞭炮引燃山火。间接原因：一是受天气因素影响。当时我县森林火险红色预警生效中，林下可燃物载量多、易燃烧，极易引发森林火灾；二是火灾隐患清理不到位。龙窝镇彭坊村未严格落实“五清”工作要求，对洛阳片区关帝爷神坛周边可燃物清理不彻底；三是彭坊村护林员履职不到位。包干片区护林员黄**开展巡山护林工作时，未及时发现火情并处置，导致发生火情时林区无人管控，从而引发山火。,0
纳雍县消防救援大队关于“12·23”火灾事故调查情况的报告,1,0,8.5,直接原因为李龙前卧室煤火炉用火不慎引燃周边可燃物导致火灾。灾害成因包括：1. 群众防火意识低：起火建筑内易燃可燃物多（砖木结构，堆放燃煤、玉米棒、玉米粒、棺材等）；生活用火安全防范意识差，煤火炉上方及周边堆放大量易燃可燃物，未保持安全距离；老年人（火灾死亡人员）自我防范能力不足，在醉酒状态下仍将火炉置于床铺旁并睡觉，家属及本人均未意识到其中的风险隐患。2. 群防群治基础差：水东镇消防工作站日常消防安全排查工作不深不细，未发现隐患，未对辖区内消防安全风险隐患进行分析研究，未采取有针对性的防范措施；对“老弱病残酒疯”六类重点人员监管流于形式，登记台账不全；水东镇老包村开展自建房排查治理工作不深不细、弄虚作假；日常消防安全宣传提示工作不到位，未对重点人员有效开展用火用电安全宣传。3. 落实管理责任差：水东镇消防工作站负责人对自身的消防安全职责不清、对辖区消防安全底数不明，未有效落实消防安全工作的有关要求和部署；水东镇老包村驻村干部及村包组干部未落实消防安全责任，未采取有效措施落实开展相关消防安全工作。,0
绵竹市孝德镇金星村 “2?28” 家具加工点火灾事故调查报告,0,2,21.5,此次火灾的直接原因为：家具加工点内私拉乱接的非国标电线接头处氧化腐蚀，导致接触不良产生电弧打火，引燃周边散落的木屑，火焰迅速蔓延至原料区木材堆及成品区家具。此外，还存在加工点安全管理极度混乱（包括违规改建与运营、电气安全隐患突出、消防设施缺失）、基层监管责任落实不到位（包括村级排查流于形式、镇级监管存在盲区、部门协同不足）以及从业人员安全意识淡薄（包括负责人安全意识缺失、工人应急能力不足）等深层次问题。,0
绵阳市涪城区工区街道跃进路 “12?15” 老旧小区车库电瓶车自燃火灾事故调查报告,0,0,7.8,起火原因为居民陈燕的电瓶车使用非原装缺陷锂电池，电池内部短路引发热失控自燃，引燃周边非机动车引发火灾。具体技术检测表明：非原装锂电池存在电芯质量缺陷、电池保护板失效、电池外壳材质为普通塑料导致受热后破裂。灾害成因还包括居民安全意识不足（陈燕为降低成本更换非原装锂电池，未关注电池质量及安全性能），小区物业监管不力（未落实车库非机动车管理责任，未及时更换过期灭火器、修复损坏的排烟系统及消火栓），以及基层监管不到位（工区街道办事处未重点检查车库电瓶车电池合规性及消防设施完好情况）。,0
罗定市附城街道“2·25”森林火灾事故调查报告,0,0,2.582,事故的直接原因是犯罪嫌疑人招某违反《罗定市人民政府禁火令》，擅自在高朗山场山边荒地除草烧杂不慎引发山火。间接原因包括：附城街道思想认识和责任意识不到位，对上级部署工作监督落实不到位，火源管控不力，未能完全管住野外用火；对火灾风险形势认识和研判不足，设卡设点和巡逻不足，错过了初期扑救时机；进村入户宣传教育不力，导致群众野外用火意识淡薄。星光村委防火工作重视不够，火源管控不力，未合理安排巡逻值守，野外用火管控不严，应急处置不力，缺少专业扑火技能和经验，灭火装备不足，初期处置不及时。相关责任人对森林防火工作认识不到位，思想麻痹大意，风险研判指导不到位，防范责任履职不足，责任落实不到位。,0
胶州市青岛兴正纺织有限公司“6·23”较大火灾事故调查报告,3,2,485,直接原因为兴正公司在生产期间，2 号织布车间第 626 号剑杆织布机中轴传动组件运转中摩擦产生的火花或高温引燃积聚棉尘，引发火灾。间接原因为：兴正公司安全生产主体责任不落实，消防及安全生产管理混乱，未落实国家消防和安全生产法律、法规规定，生产场所不符合各项安全技术标准，擅自投入使用，违法经营生产，存在大量安全隐患；具体表现为织布车间出口设置不符合安全疏散要求、建筑耐火等级不符合要求、设备布局不符合要求、机器设备检修不符合安全要求、车间吸尘除尘不符合安全要求、未建立全员安全生产责任制和消防安全责任制、日常安全管理混乱。此外，胶州市公安局张应派出所履行消防监督检查职责不力，未及时督促兴正公司整改火灾隐患；里岔镇人民政府及相关村民委员会落实消防安全工作和安全生产管理工作职责存在不足，隐患排查治理工作不到位；胶州市公安局对公安派出所及其民警实施消防监督检查工作情况监管不力；胶州市消防救援大队对公安派出所消防监督业务考核指导不深入。,1
自贡市荣县双石镇金台村 “4?05” 小型粮油加工厂火灾事故调查报告,0,0,10.5,火灾直接原因为碾米机电机电源线因长期超负荷运行，接头处出现过热熔化，引燃地面散落的谷壳，进而蔓延至原料区谷物堆。灾害成因分析包括：运营管理混乱（经营者未定期维护加工设备线路，设备长期超负荷运行；谷壳、菜籽饼等易燃杂物未及时清理，与电气设备未保持安全距离，未配备有效消防设施）；基层监管缺失（村委会和镇市场监督管理所未将粮油加工厂纳入排查或查处其无照经营行为）；安全意识不足（经营者未接受消防安全培训，不清楚设备超负荷运行风险，初期灭火处置不当）。,0
自贡市贡井区筱溪街道蓝湾半岛小区 “11?12” 高层住宅电气故障火灾事故调查报告,0,1,8.5,直接原因为高层住宅室内违规敷设非国标电气线路，线路老化短路产生高温，引燃吊顶内易燃材料，引发火灾。间接原因包括：装修施工不规范，施工单位违规使用非国标电线，线路敷设未穿管保护，未设置防火隔离带；居民安全意识薄弱，未定期检查室内电气线路及设备状态，长期在插座上串联排插，增加线路负荷，且未在阳台防盗网设置逃生口；基层监管不到位，未将室内电气线路合规性、防盗网逃生口设置作为重点排查内容，未督促居民整改隐患。,0
自贡市贡井区艾叶镇竹林村 “7?08” 小型陶瓷作坊火灾事故调查报告,0,0,9.8,技术检测发现，窑炉电加热管电源线为非标产品，长期高温运行导致接头处绝缘层老化破损，发生短路打火，引燃周边油纸包装纸及陶土碎屑（混有易燃粘合剂），引发火灾。运营管理混乱：陈明未定期检修窑炉等设备线路，使用非标电源线；易燃包装纸随意堆放在加热设备周边，未与窑炉保持安全距离（仅 0.5 米），未配备消防设施。基层监管缺失：艾叶镇竹林村村委会 2024 年开展 “散乱污” 场所排查 3 次，未将陶瓷作坊纳入；镇市场监督管理所未查处其无照经营行为，未督促落实安全措施。安全意识不足：陈明未接受消防安全培训，不清楚高温设备周边防火要求，初期灭火未优先清理易燃包装材料，处置不当。,0
花楼水塔街道江汉路35号、37号“12.16”一般火灾事故调查报告,1,0,141.461539,直接原因为6号房间（死者胡小牛房间）西南角转椅处遗留火种（烟头）引燃周围可燃物，随后引燃屋内堆放的废旧书籍、杂物、纸箱等可燃物，火势沿木质油毛毡闷顶迅速蔓延。灾害成因分析包括：房屋耐火等级低，江汉路35、37号均为砖木结构建筑；防火间距不足，两栋建筑贴邻而建；住户擅自改变房屋结构，搭建夹层，分隔转租，增大火灾荷载；居民消防安全意识薄弱，存在留存大量可燃杂物、乱扔烟头等不安全生活习惯。,0
苍南县钱库镇“4.17”较大火灾事故调查报告,5,2,455,"直接原因：起火部位为钱东路267号民房一楼南半间压痕作坊阁楼下方；起火点为一楼南半间压痕作坊西南角电动车停放处。起火原因为：该处停放的电动车在充电状态下，电动车线路故障引燃电动车上的可燃物，后蔓延至电动车周边堆放的烫金纸、纸膜、边角料等物品成灾。间接原因：1. 钱东路267号四楼住户沈××安全意识淡薄，私拉电线，将电动车长期彻夜停放在一楼阁楼下充电，对其周边堆有可燃物存在的火灾隐患视而不见，疏于防范，导致电动车线路故障引燃电动车上的可燃物，最终蔓延至周边可燃物品成灾,是该起事故发生的主要原因。2. 钱东路267号户主诸葛××、杨××夫妇在一楼设置生产加工作坊，三楼以上设有人员住宿，违反消防安全有关法律、法规规定，没有采取防火分隔措施、没有落实人员疏散设施、消防设施配置明显不符合消防安全技术标准要求，存在严重的火灾隐患；该家庭作坊消防安全管理混乱，对其房屋住户私拉电线为电动车充电现象熟视无睹，疏于管理，并且未按照相关监管单位的口头整改要求落实整改，是导致该起事故的间接原因。3. 负有消防安全监管职责的单位及其有关工作人员未认真履行消防安全监管职责，消防安全检查走过场，火灾隐患查处不力，导致存在的严重火灾隐患未能得到有效整改，是造成该起事故发生的间接原因。",1
苍梧县沙头镇“10·26”森林火灾事故调查评估报告,0,0,165.9335,"人为使用烟火,烟火余烬阴燃石坑的易燃物燃烧蔓延至周边的树叶、杂草和林木是导致此次森林火灾事故发生的直接原因。间接原因包括：长时间高温干旱高火险天气、可燃物干燥易燃、受生产习惯影响村民习惯野外用火烧稻梗、稻草等客观原因；相关责任单位及人员政治站位不高，防火责任未完全落实，对易发生山火的重点区域特殊人群（小孩、老人和智力低下人员）专人盯控出现疏漏；对做好当前森林防灭火工作的极端重要性认识不足、重视不够；主体责任落实不到位，个别领导干部履职不力，宣教工作未做深做透，群众防火意识仍然淡薄；对已持续一段时间的高温火险天气和卫星热点、森林火情多发的实际情况，应对措施乏力，信息不通畅，报告不及时，且火灾发生在凌晨三点，没有做到时间上的全天候覆盖设卡巡查发现火情。",0
苏州市吴中区碧桂园别墅区“03·08”火灾事故调查报告,2,6,860,直接原因：电动车电池爆燃。间接原因：物业管理不到位，未禁止地下室充电；住宅消防设施缺失；居民缺乏火灾防范意识。,0
茂名市电白区观珠镇“3·16”较大火灾事故调查报告,3,0,294.26,直接原因：2024 年 3 月 16 日0 时0 分许，位于电白区观珠镇大榕村吴某风自建房内一楼北墙上的配电箱内电气线路故障，电弧放电打火，引燃下方可燃物蔓延成灾。间接原因：吴某风违规建设自建房并搭建铁皮屋，给灭火救援造成困难；一层及铁皮屋临时存放大量易燃可燃电器，火灾荷载大，空调制冷剂产生有毒有害气体，增加灭火难度；起火建筑无建筑消防设施、器材；窗户、阳台处设有防盗网，逃生窗被上锁，人员逃生自救困难；起火建筑内人员缺乏消防安全意识和自救逃生能力；起火建筑只有一个敞开式疏散楼梯，居住部位与首层未采取防火分隔措施，火灾后明火、有毒烟气迅速蔓延；地方党委政府及有关部门组织开展违章建筑整治工作不力，属地基层治理力量薄弱，排查整治落实不到位，隐患未彻底跟进处置。,1
菏泽市曹县青堌集镇 “6?12” 乡镇农资仓库火灾事故调查报告,0,0,7.5,乡镇农资仓库电气线路老化短路打火，引燃未密封的易燃农药，引发火灾。经营部管理失职，未按规定分区存储农资产品，未定期检修电气线路及开关插座，未及时更换过期灭火器，经营者王强发现线路隐患后仅简单处理，未停止使用；员工李娜安全意识薄弱，发现线路冒烟后未坚持停止使用插座；基层监管不足，曹县农业农村局未将仓库存储分区、线路防护作为重点检查内容，青堌集镇政府未督促经营部完善消防设施和组织消防安全培训。,0
菏泽市郓城县黄安镇 “10?18” 乡镇秸秆打包厂火灾事故调查报告,0,0,7.8,火灾直接原因为打包厂员工张强违规在车间内使用煤炉取暖，不慎将未熄灭的煤渣溅落在秸秆原料堆上，引燃秸秆。事故的深层原因包括：打包厂经营者刘刚违法违规运营，未办理营业执照及消防备案，擅自开展生产，且车间内电气线路私拉乱接、使用非标电源线、易燃秸秆原料随意堆放、消防通道被占用、未禁止明火使用等安全隐患突出；员工安全意识缺失，未接受消防安全培训，不清楚秸秆易燃特性及明火使用风险，初期发现火情后处置不当，未能彻底扑灭火源；以及基层监管缺位，黄安镇政府未将该打包厂纳入安全排查范围，县农业农村局未查处无照经营行为，县应急管理局未开展乡镇秸秆打包厂安全专项检查。,0
营山南大梁高速渌井出口连接线桥梁改扩建提升工程“3·27”一般火灾事故调查报告,0,0,40,直接原因为用电线路短路引发火灾。间接原因为：1. 卢家坝大桥下方堆放大量易燃物（柴草），渌井镇香积村、营山高铁新区城乡建设投资有限公司未认真落实隐患整改，督促村民搬离柴草。2. 四川银涛建筑劳务公司未严格执行南大梁高速渌井出口连接线桥梁改扩建提升工程项目部下班关闭电闸的管理规定。3. 四川银涛建筑劳务公司雇请未取得低压电工操作证的杨勇敷设电力线路。,0
萧县庄里乡“2017.7.7”较大火灾事故调查报告,3,0,48,直接原因：建筑物一层电路因短路引燃周边可燃物。间接原因：周*婚庆用品商店疏于安全防范，经营场所线路没有定期检查维护，大量堆放易燃物品；李**安全意识淡薄，对建筑物内部用电线路老化、易燃物品多、房屋结构不合理、前后窗户全部安装封闭式防盗窗等消防隐患重视不够，火灾发生时应急处置不当；萧县庄里乡庄里村、萧县庄里乡派出所、萧县庄里乡人民政府、萧县公安消防大队消防安全专项整治工作或督促指导工作不到位，对事故发生负有管理责任。,1
蓝塘镇布心村“1?13”森林火灾调查报告,0,0,10.8511,经调查初步认定，两处火点均为人为纵火引发森林火灾。间接原因包括：天气干旱；护林员未按时上岗履职，导致林区无人管控；紫金县应急管理局未及时反馈应急卫星监测系统热点情况，存在超时报送；紫金县林业局防火视频监控系统建设不完善，存在监控死角，未能及时通过视频监控发现火情；蓝塘镇人民政府火情信息报送不及时不准确，应急处置不得力，对护林员管理不到位；蓝塘镇布心村村民委员会对起火点地理位置和周边环境不熟悉，初期信息上报不准确，未能及时做好向导工作，对护林员管理不到位。,0
蓝田县“9·29”较大道路交通事故调查报告,7,1,421,事故直接原因是驾驶人李前娃驾驶半挂车行至312国道蓝田县洩湖镇漫道村路段时观察不周、超速行驶（超速21.6%-28.3%），在避让横穿道路的村民时措施不当、驶入对向车道，与超速行驶（超速17%）的小客车相撞。间接原因包括：金众水泥公司未设置安全管理机构或配备专职安全管理人员，未建立安全风险分级管控机制和隐患排查治理制度，未按规定建立运输车辆动态监控平台等；三秦路桥公司项目经理部未严格按照施工组织设计设置安全警示标志，施工保畅措施落实不力；通途管理公司监理职责履行不力，对施工单位管理问题失管失察；雁塔区交通运输局对金众水泥公司监管职责落实不到位，检查频次不足，未督促建立动态监控平台；西安市公路局对建设项目监管不到位，日常安全检查流于形式；蓝田县公安局交通管理大队对事故多发路段治理效果不明显，源头管理和路面检查不实不细；蓝田县人民政府道路交通安全隐患整治不力，辖区内大多数电子测速等设备长期无法正常使用，未能有效遏制事故发生。,1
蚌埠市龙子湖区2019.11.15较大火灾事故调查报告,5,3,452.2,"直接原因：经调查认定：位于蚌埠市火车站西侧车站新村 853 栋一
层东侧第三间店铺蚌埠特色小吃店内钢瓶装液化石油气使
用完毕未关闭钢瓶气阀，液化石油气发生泄漏，在达到爆炸
极限后，遇明火（蜂窝煤球炉）后发生爆炸并引燃室内可燃
物，加之各店铺使用木质隔墙、塑料吊顶等非阻燃材料，导
致火势快速蔓延扩大。
间接原因：
1.有关生产经营单位安全生产主体责任落实不到位。蚌埠特色小吃店安全意识淡薄，未遵守安全用气规则，擅自改装户内燃气设施，未定期检查维护燃气设施。
2.有关监管部门安全监管不到位。",1
衡东县杨桥镇桥兴社区“4·22”较大火灾事故调查报告,4,0,66.2,直接原因：手机充电造成电气线路故障引发火灾。间接原因：1. 店主消防安全意识淡薄，店铺内货物堆放杂乱并违规在店铺内设置阁楼留宿，未配备消防器材，还把店铺后面唯一的窗户焊牢，现场电气线路较为混乱且关门后未对店内区域及时断电，且对政府和相关部门指出的消防安全隐患未引起重视配合整改。2. 镇政府消防管理存在薄弱环节，未严格落实相关法律法规要求，分解各级各部门消防安全责任，未完善消防基础设施建设，对社区消防工作措施落实和防火公约制定督促不到位，对颜记五金店存在的消防安全隐患未采取有效措施督促整改到位。派出所对社区有效开展消防宣传教育、制定防火安全公约、消防器材配备等工作和颜记五金店存在的消防安全隐患未及时督促整改到位。3. 开展消防警示宣传不全面，社区未制定防火安全公约，居民对火灾危害认识不足，乡镇、社区及居民防火应急处置能力不足。4. 消防部门对农村消防工作重视不够，消防监督指导工作不深入，对杨桥镇公安派出所开展日常消防监督检查指导不到位，对杨桥镇消防器材配备、消防设施维护检查督促不到位。,1
西城区右安门内大街6号“12.10”火灾事故调查报告,1,2,161.332623,事故直接原因是：右安门内大街6号楼2单元楼顶闷顶内的木材和和压制稻草发生长时间阴燃，燃烧条件充分后转入明火燃烧，并在2单元北坡烟囱附近突破房顶，火势快速扩大蔓延。起火原因分析包括闷顶内发生阴燃、闷顶内可燃物（木结构和压制稻草）具备阴燃条件，以及电气线路故障和遗留火种（防水作业使用的丙烷喷灯火焰）能够引燃闷顶内可燃物。火灾蔓延原因是闷顶内长时间阴燃后火势突破房顶，大量空气进入，可燃物充分燃烧，加之建筑闷顶内无隔墙。建筑产权单位缺乏对房屋的安全管理，未及时发现和处置初期火灾。施工单位违反相关规定，存在违规动火行为，未确认现场安全条件，且在施工结束后将剩余的防水卷材和丙烷气瓶堆放于屋顶，增加了火灾荷载。人员伤亡原因是火灾由阴燃转入明燃后迅速蔓延，导致楼顶和吊顶结构坍塌造成人员被埋压致伤亡，以及建筑产权单位未制定居民防火安全制度及应急预案，未能第一时间开展应急处置并组织人员疏散。,0
西安市凤鸣华府小区2022·12·1较大火灾调查报告,5,3,0,起火原因为小孩在6号楼1层东侧门厅使用打火机点燃纸张，引燃该门厅西北角放置的杂物起火。灾害成因包括：1层公共区域墙面装饰板为可燃材料，导致火势快速蔓延并产生高温有毒烟气；疏散楼梯间及消防电梯合用前室未安装防火门，破坏防火防烟分区，烟气不受阻挡扩散；机械防烟系统未启动，浓烟涌入疏散楼梯间；小区消防控制室无人值守，消防控制柜故障，大部分感烟探测器防尘罩未摘除，导致火情未被及时发现和处置；物业单位未及时清理公共区域可燃物，存在电动自行车进楼入户现象，微型消防站初期火灾扑救不力；小区占用消防车登高操作场地，影响疏散救援；部分居民冒险离家逃生方式不当，吸入有毒烟气或导致烟气涌入室内。,1
西安市未央区凤鸣华府小区6号楼“2022·12·1”较大火灾延伸调查报告,5,3,0,起火原因为小孩在6号楼1层东侧门厅使用打火机点燃纸张，引燃该门厅西北角放置的杂物起火。灾害成因包括：6号楼1层公共区域墙面装饰板为可燃材料，燃烧蔓延快速，产生大量高温有毒烟气，是导致人员伤亡的主要因素。6号楼疏散楼梯间及消防电梯合用前室各层均未安装防火门，导致防火防烟分区被破坏，烟气不受阻挡扩散。起火时机械防烟系统未启动，导致1层浓烟大量涌入疏散楼梯间。小区消防控制室无人值守，消防控制柜存在故障，6号楼大部分感烟探测器防尘罩未摘除，导致火情未能在第一时间被发现并有效处置。物业单位未及时清理公共区域内堆放的可燃物，存在电动自行车进楼入户现象；小区微型消防站未有效发挥作用，初期火灾扑救不力。小区占用了消防车登高操作场地，影响了疏散救援。部分居民冒险离家通过楼梯间、电梯逃生，吸入有毒烟气造成伤亡；有的居民开门逃生后忘记关门挡烟，导致大量烟气涌入室内，存在安全风险。,1
西安市泰和居小区“5·29”较大火灾延伸调查报告,3,0,0,起火原因为未燃尽烟头引燃垃圾桶内可燃物，引发火灾。居民消防安全意识不强，住户吸烟不慎引发火灾，家中存放大量的聚氨酯泡沫填缝剂致使火势发展迅猛。居民逃生能力不足，客厅着火后，人员从南侧卧室逃到东侧卧室后并未关闭室内门，大量烟雾涌入导致死亡。物业管理责任缺失，小区室内消火栓系统未保持完好有效、压力不足，物业防火巡查检查不到位、责任落实不到位。,1
西安朱雀热力有限责任公司锅炉及附属设备拆除工程项目“8.5”火灾一般事故调查报告,0,3,17.45,直接原因：英华公司施工人员在1#、2#脱硫塔顶部采用氧气丙烷气切割起吊孔，切割过程产生的炽热钢渣直接落入塔内，导致脱硫塔内壁防腐材料中的乙烯基树脂燃烧。由于1#、2#脱硫塔烟气出口管道通过防腐烟道与脱硝塔、湿式电除尘器、烟囱连接贯通，烟囱抬升效应显著，空气流通，导致火势蔓延。间接原因：1.英华公司作为项目施工单位，安全生产主体责任落实不到位，包括专项施工方案编制不详细、切割作业人员未持证上岗、三级安全教育落实不到位、安全技术交底无针对性、安全管理措施不到位、未及时发现并消除事故隐患。2.建筑工程监理作为项目监理单位，监理职责履行不到位，对专项施工方案审核不严，未严格审核施工单位安全教育及技术交底的落实情况，未及时有效督促整改现场安全隐患。3.朱雀热力作为项目建设单位，对项目的安全生产工作统一协调、管理有漏洞，安全检查工作不全面、不细致、不到位，未切实督促有关单位履行安全管理职责，未及时发现并消除事故隐患。4.西安市市政公用局作为牵头单位，未切实落实“三管三必须”要求，安全生产监管职责履行不到位；其下属单位西安市燃气供热监督管理中心日常监管检查不细致，未及时发现安全隐患。5.碑林区相关部门（包括区建设和住房保障局、市环保局碑林分局、张家村街办）落实“三管三必须”和“属地管理”要求不到位，安全生产监管职责履行不到位，安全隐患排查工作不到位。,0
西山区福海街道办事处船房社区“12-02” 较大火灾事故调查报告,9,2,13.17,直接原因：电动自行车蓄电池连接线与蓄电池固定压条压合部位漏电并产生高温，导致电动自行车燃烧，引燃船房社区新农村居民小组附84号101室内的可燃物质，火灾蔓延至楼道和部分房间，造成人员伤亡。间接原因：1．附84号居民楼内电动自行车停放和充电行为存在失管漏查，对电动自行车停放易引发火灾的危险性没有采取有效措施进行防范。2.船房社区电动自行车停放和充电基础设施建设滞后。现有电动自行车集中停放点不能满足社区电动车停放和充电需求，导致电动自行车大量停放在居民楼内。3.电动自行车维修监督管理不力。事发电动自行车蓄电池电压超过《电动自行车通用技术条件》（GB17761-1999）规定的电动自行车电压等级，蓄电池连接线被蓄电池固定压条压覆，对可能造成电气线路故障并引起电动自行车燃烧的危险性没有采取技术措施进行防范。4.居民住房监督管理不力。附84号居民楼楼顶违规建房的行为没有得到及时整治。对居民楼用作村民自己居住以外的其他用途的行为没有进行有效的规划和指导，火灾治理措施针对性不强。5.消防安全意识薄弱。附84号居民楼101室内、楼道上堆放的木床、床垫等可燃物质，导致电动自行车起火后火灾蔓延、灾害扩大。火灾隐患长期存在，没有得到及时处置和治理，火灾隐患排查治理不力。6.自救逃生知识缺乏。火灾发生后，附84号居民楼没有通达楼顶的畅通逃生通道，不科学的逃生方式导致人员伤亡扩大。消防宣传、教育、演练、训练没有切合实际组织开展，社会火灾防控和消防应急逃生知识宣传普及重形式、轻效果。7.安全发展理念树立不牢固。以人为本的安全生产红线意识没有牢固树立，区域性火灾风险防控判研不透彻，采取的措施不够坚强有力，督促落实上差距明显，没有切实触动社区、居民小组、社区居民进行彻底整改存在的火灾隐患。,1
西昌市安宁镇月华村 “3?15” 废品收购站火灾事故调查报告,0,0,18.6,村民王军于2024年3月14日在废品收购站废纸区旁吸烟，将未熄灭的烟头丢弃在废纸堆顶部，烟头阴燃引燃废纸，加之3月15日上午风力较大，火势迅速蔓延至周边塑料、杂品等区域，引发火灾。此外，收购站安全管理混乱（违规运营、可燃物管理无序、消防设施缺失、安全管理缺位），基层监管存在漏洞（村级监管不到位、镇级监管流于形式、部门协同不足），以及人员安全意识淡薄（经营者未履行主体责任，外来人员随意丢弃烟头，初期处置不当）是导致火灾扩大和损失加剧的深层次原因。,0
谯城区“2016-10-31”较大火灾事故调查报告,5,0,40,直接原因：该起火灾的起火原因不能排除电气故障引发火灾的可能，且因施救不当，导致人员伤亡。间接原因：谯城区邢南圆通生活馆安全生产主体责任不落实，日常管理混乱，疏于防范，对家庭成员安全教育培训不够，应急处置不当；王振华安全意识淡薄，建筑物内用电线路乱拉乱接，应急处置不当；亳州市谯城区华佗镇小奈村、华佗镇人民政府、华佗镇派出所、谯城区公安消防大队和谯城区人民政府在开展家庭式商铺（作坊）消防安全专项整治工作、督促检查指导、隐患排查整治、落实防火责任制及依法履行监管职责方面均存在不到位的情况。,1
贺村镇 “9?20” 乡镇竹制品加工厂火灾事故调查报告,0,0,8.8,直接原因：乡镇竹制品加工厂员工张强违规在车间内吸烟，未熄灭烟头引燃地面堆积的竹屑，叠加烘干炉因设备故障外壳高温加速火势，最终引发火灾。间接原因/管理漏洞：加工厂经营者刘刚违法违规运营（未办理营业执照及消防备案，使用非标电气设备及私拉线路，未建立设备维护制度，竹屑长期堆积未清理，未禁止车间内吸烟，消防通道被占用，安全隐患突出）；人员安全意识缺失（工人张强违规吸烟，对火灾风险认知不足；其他员工未及时制止吸烟行为，发现火情后初期灭火措施不当）；以及基层监管缺位（贺村镇政府、市林业局、市应急管理局未有效履行监管职责，未将车间吸烟管控、竹屑清理作为重点检查内容，未查处无照经营行为）。,0
达州市大竹县月华镇川心村 “12?05” 小型酿酒作坊火灾事故调查报告,0,0,10.2,直接原因为电加热棒电源线为非标产品，绝缘层因高温老化破损导致短路打火，引燃周边易燃高粱壳。间接原因包括经营者陈明安全管理缺位（未定期检查酿酒设备线路、使用非标电源线、高粱原料与电加热棒未保持安全距离、未配备消防设施）和安全意识薄弱（未接受消防安全培训，初期灭火处置不当），以及基层监管部门（村委会、镇市场监督管理所）排查疏漏，未将该作坊纳入监管范围。,0
进贤县金域蓝湾小区“1·18”火灾事故调查报告,1,0,0,金域蓝湾小区4栋1单元一层楼梯间总配电箱上方的电气线路故障引发火灾，引燃其下方违规停放的电动自行车，导致火势扩大。火灾发生后大量高温有毒烟气涌入疏散楼梯。事故原因为小区物业服务企业未落实消防安全管理主体责任，未对电动自行车违规停放进行巡查整改，处置初期火灾及组织疏散逃生能力不足；基层网格排查不深入、不细致；消防宣传培训不到位。物业人员到场速度迟缓，未能及时开展初期火灾扑救及疏散引导。死者缺乏消防安全基本常识，多次冒险盲目逃生。,0
连云港宏兴研磨材料有限公司“4.21”火灾事故调查报告,0,0,213.8,直接原因：在宏兴公司非法生产过程中孙成文盲目操作，没有停止“泵料”作业擅自脱离工作岗位，无人监护作业状态，导致吨桶内物料在即将抽空时，大量空气抽入转料输送管道内，物料、空气混合流动产生静电积累并释放，引起吨桶转料输送管道入口处的物料起火，继而引发南仓库内沉降罐和成品罐以及厂区内其他危险化学品储罐、吨桶等相继燃烧、部分燃爆。间接原因：宏兴公司守法意识、安全意识极其淡薄，非法建设化工生产项目，非法组织危险化学品生产，未落实安全生产主体责任，安全管理混乱，员工能力不足盲目操作，是事故发生的主要原因。(1)故意隐瞒、逃避监管、非法生产。宏兴公司实际控制人周平利用其担任副镇长(2019年分管安全、环保等)、村支书、村主任身份，官商一体，在未向任何行政主管部门申请、报备的情况下，接受转让的非法工艺技术，擅自建设化工生产装置，不吸取有关事故教训扩大生产规模，非法组,0
